X,Y,Value
1350,198,3
1351,198,3
1352,198,3
1353,198,3
1354,198,3
1355,198,3
1356,198,3
1357,198,3
1358,198,3
1359,198,3
1360,198,3
1361,198,3
1362,198,3
1363,198,3
1364,198,3
1365,198,3
1366,198,3
1367,198,3
1368,198,3
1369,198,3
1370,198,3
1371,198,3
1372,198,3
1373,198,3
1374,198,3
1375,198,3
1376,198,3
1377,198,3
1378,198,3
1379,198,3
1380,198,3
1381,198,3
1382,198,3
1383,198,3
1384,198,3
1385,198,3
1386,198,3
1387,198,3
1388,198,3
1389,198,3
1390,198,3
1391,198,3
1392,198,3
1393,198,3
1394,198,3
1395,198,3
1396,198,3
1397,198,3
1398,198,3
1399,198,3
1400,198,3
1401,198,3
1402,198,3
1403,198,3
1404,198,3
1405,198,3
1406,198,3
1407,198,3
1408,198,3
1409,198,3
1410,198,3
1411,198,3
1412,198,3
1413,198,3
1414,198,3
1415,198,3
1416,198,3
1417,198,3
1418,198,3
1419,198,3
1420,198,3
1421,198,3
1422,198,3
1423,198,3
1424,198,3
1425,198,3
1426,198,3
1427,198,3
1428,198,3
1429,198,3
1430,198,3
1431,198,3
1432,198,3
1433,198,3
1434,198,3
1435,198,3
1436,198,3
1437,198,3
1438,198,3
1439,198,3
1440,198,3
1441,198,3
1442,198,3
1443,198,3
1444,198,3
1445,198,3
1446,198,3
1447,198,3
1448,198,3
1449,198,3
1450,198,3
1451,198,3
1452,198,3
1453,198,3
1454,198,3
1455,198,3
1456,198,3
1457,198,3
1458,198,3
1459,198,3
1460,198,3
1461,198,3
1462,198,3
1463,198,3
1464,198,3
1465,198,3
1466,198,3
1467,198,3
1468,198,3
1469,198,3
1470,198,3
1471,198,3
1472,198,3
1473,198,3
1474,198,3
1475,198,3
1476,198,3
1477,198,3
1478,198,3
1479,198,3
1480,198,3
1481,198,3
1482,198,3
1483,198,3
1484,198,3
1485,198,3
1486,198,3
1487,198,3
1488,198,3
1489,198,3
1490,198,3
1491,198,3
1492,198,3
1493,198,3
1494,198,3
1495,198,3
1496,198,3
1497,198,3
1498,198,3
1499,198,3
1500,198,3
1501,198,3
1502,198,3
1503,198,3
1504,198,3
1505,198,3
1350,199,3
1351,199,3
1352,199,3
1353,199,3
1354,199,3
1355,199,3
1356,199,3
1357,199,3
1358,199,3
1359,199,3
1360,199,3
1361,199,3
