X,Y,Value
572,143,-100
573,143,-100
574,143,-100
575,143,-100
576,143,-100
577,143,-100
578,143,-100
579,143,-100
580,143,-100
581,143,-100
582,143,-100
583,143,-100
584,143,-100
585,143,-100
586,143,-100
587,143,-100
588,143,-100
589,143,-100
590,143,-100
591,143,-100
592,143,-100
593,143,-100
594,143,-100
595,143,-100
596,143,-100
597,143,-100
598,143,-100
599,143,-100
600,143,-100
601,143,-100
602,143,-100
603,143,-100
604,143,-100
605,143,-100
606,143,-100
607,143,-100
608,143,-100
572,144,-100
573,144,-100
574,144,-100
575,144,-100
576,144,-100
577,144,-100
578,144,-100
579,144,-100
580,144,-100
581,144,-100
582,144,-100
583,144,-100
584,144,-100
585,144,-100
586,144,-100
587,144,-100
588,144,-100
589,144,-100
590,144,-100
591,144,-100
592,144,-100
593,144,-100
594,144,-100
595,144,-100
596,144,-100
597,144,-100
598,144,-100
599,144,-100
600,144,-100
601,144,-100
602,144,-100
603,144,-100
604,144,-100
605,144,-100
606,144,-100
607,144,-100
608,144,-100
572,145,-100
573,145,-100
574,145,-100
575,145,-100
576,145,-100
577,145,-100
578,145,-100
579,145,-100
580,145,-100
581,145,-100
582,145,-100
583,145,-100
584,145,-100
585,145,-100
586,145,-100
587,145,-100
588,145,-100
589,145,-100
590,145,-100
591,145,-100
592,145,-100
593,145,-100
594,145,-100
595,145,-100
596,145,-100
597,145,-100
598,145,-100
599,145,-100
600,145,-100
601,145,-100
602,145,-100
603,145,-100
604,145,-100
605,145,-100
606,145,-100
607,145,-100
608,145,-100
572,146,-100
573,146,-100
574,146,-100
575,146,-100
576,146,-100
577,146,-100
578,146,-100
579,146,-100
580,146,-100
581,146,-100
582,146,-100
583,146,-100
584,146,-100
585,146,-100
586,146,-100
587,146,-100
588,146,-100
589,146,-100
590,146,-100
591,146,-100
592,146,-100
593,146,-100
594,146,-100
595,146,-100
596,146,-100
597,146,-100
598,146,-100
599,146,-100
600,146,-100
601,146,-100
602,146,-100
603,146,-100
604,146,-100
605,146,-100
606,146,-100
607,146,-100
608,146,-100
572,147,-100
573,147,-100
574,147,-100
575,147,-100
576,147,-100
577,147,-100
578,147,-100
579,147,-100
580,147,-100
581,147,-100
582,147,-100
583,147,-100
584,147,-100
585,147,-100
586,147,-100
587,147,-100
588,147,-100
589,147,-100
590,147,-100
591,147,-100
592,147,-100
593,147,-100
594,147,-100
595,147,-100
596,147,-100
597,147,-100
598,147,-100
599,147,-100
600,147,-100
601,147,-100
602,147,-100
603,147,-100
604,147,-100
605,147,-100
606,147,-100
607,147,-100
608,147,-100
572,148,-100
573,148,-100
574,148,-100
575,148,-100
576,148,-100
577,148,-100
578,148,-100
579,148,-100
580,148,-100
581,148,-100
582,148,-100
583,148,-100
584,148,-100
585,148,-100
586,148,-100
587,148,-100
588,148,-100
589,148,-100
590,148,-100
591,148,-100
592,148,-100
593,148,-100
594,148,-100
595,148,-100
596,148,-100
597,148,-100
598,148,-100
599,148,-100
600,148,-100
601,148,-100
602,148,-100
603,148,-100
604,148,-100
605,148,-100
606,148,-100
607,148,-100
608,148,-100
572,149,-100
573,149,-100
574,149,-100
575,149,-100
576,149,-100
577,149,-100
578,149,-100
579,149,-100
580,149,-100
581,149,-100
582,149,-100
583,149,-100
584,149,-100
585,149,-100
586,149,-100
587,149,-100
588,149,-100
589,149,-100
590,149,-100
591,149,-100
592,149,-100
593,149,-100
594,149,-100
595,149,-100
596,149,-100
597,149,-100
598,149,-100
599,149,-100
600,149,-100
601,149,-100
602,149,-100
603,149,-100
604,149,-100
605,149,-100
606,149,-100
607,149,-100
608,149,-100
572,150,-100
573,150,-100
574,150,-100
575,150,-100
576,150,-100
577,150,-100
578,150,-100
579,150,-100
580,150,-100
581,150,-100
582,150,-100
583,150,-100
584,150,-100
585,150,-100
586,150,-100
587,150,-100
588,150,-100
589,150,-100
590,150,-100
591,150,-100
592,150,-100
593,150,-100
594,150,-100
595,150,-100
596,150,-100
597,150,-100
598,150,-100
599,150,-100
600,150,-100
601,150,-100
602,150,-100
603,150,-100
604,150,-100
605,150,-100
606,150,-100
607,150,-100
608,150,-100
572,151,-100
573,151,-100
574,151,-100
575,151,-100
576,151,-100
577,151,-100
578,151,-100
579,151,-100
580,151,-100
581,151,-100
582,151,-100
583,151,-100
584,151,-100
585,151,-100
586,151,-100
587,151,-100
588,151,-100
589,151,-100
590,151,-100
591,151,-100
592,151,-100
593,151,-100
594,151,-100
595,151,-100
596,151,-100
597,151,-100
598,151,-100
599,151,-100
600,151,-100
601,151,-100
602,151,-100
603,151,-100
604,151,-100
605,151,-100
606,151,-100
607,151,-100
608,151,-100
572,152,-100
573,152,-100
574,152,-100
575,152,-100
576,152,-100
577,152,-100
578,152,-100
579,152,-100
580,152,-100
581,152,-100
582,152,-100
583,152,-100
584,152,-100
585,152,-100
586,152,-100
587,152,-100
588,152,-100
589,152,-100
590,152,-100
591,152,-100
592,152,-100
593,152,-100
594,152,-100
595,152,-100
596,152,-100
597,152,-100
598,152,-100
599,152,-100
600,152,-100
601,152,-100
602,152,-100
603,152,-100
604,152,-100
605,152,-100
606,152,-100
